id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,KODE_KD,kemendagri_nama_desa_kelurahan,jumlah_individu,satuan,tahun
131,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060001,CISEUREUH,32.73.11,REGOL,32.73.11.1005,CISEUREUH,5213,ORANG,2021
132,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060002,PASIRLUYU,32.73.11,REGOL,32.73.11.1007,PASIRLUYU,5157,ORANG,2021
133,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060006,PUNGKUR,32.73.11,REGOL,32.73.11.1003,PUNGKUR,1590,ORANG,2021
134,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240004,CIPEDES,32.73.07,SUKAJADI,32.73.07.1002,CIPEDES,11472,ORANG,2021
135,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240005,PASTEUR,32.73.07,SUKAJADI,32.73.07.1001,PASTEUR,5205,ORANG,2021
136,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240003,SUKABUNGAH,32.73.07,SUKAJADI,32.73.07.1005,SUKABUNGAH,8533,ORANG,2021
137,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240002,SUKAGALIH,32.73.07,SUKAJADI,32.73.07.1004,SUKAGALIH,7251,ORANG,2021
138,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240001,SUKAWARNA,32.73.07,SUKAJADI,32.73.07.1003,SUKAWARNA,3367,ORANG,2021
139,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250003,GEGERKALONG,32.73.01,SUKASARI,32.73.01.1002,GEGERKALONG,5014,ORANG,2021
140,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250004,ISOLA,32.73.01,SUKASARI,32.73.01.1003,ISOLA,3071,ORANG,2021
141,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250001,SARIJADI,32.73.01,SUKASARI,32.73.01.1004,SARIJADI,4941,ORANG,2021
142,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250002,SUKARASA,32.73.01,SUKASARI,32.73.01.1001,SUKARASA,3924,ORANG,2021
143,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,3273170004,BABAKAN CIAMIS,32.73.19,SUMUR BANDUNG,32.73.19.1004,BABAKAN CIAMIS,1736,ORANG,2021
144,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,3273170001,BRAGA,32.73.19,SUMUR BANDUNG,32.73.19.1001,BRAGA,1374,ORANG,2021
145,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,3273170002,KEBON PISANG,32.73.19,SUMUR BANDUNG,32.73.19.1003,KEBON PISANG,2761,ORANG,2021
146,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,3273170003,MERDEKA,32.73.19,SUMUR BANDUNG,32.73.19.1002,MERDEKA,632,ORANG,2021
147,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120006,CIGENDING,32.73.26,UJUNGBERUNG,32.73.26.1004,CIGENDING,5628,ORANG,2021
148,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,PASANGGRAHAN,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,6501,ORANG,2021
149,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120007,PASIR ENDAH,32.73.26,UJUNGBERUNG,32.73.26.1003,PASIR ENDAH,4116,ORANG,2021
150,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,PASIRJATI,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,5612,ORANG,2021
151,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120005,PASIR WANGI,32.73.26,UJUNGBERUNG,32.73.26.1005,PASIRWANGI,7324,ORANG,2021
152,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180001,CAMPAKA,32.73.05,ANDIR,32.73.05.1006,CAMPAKA,7328,ORANG,2022
153,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180005,CIROYOM,32.73.05,ANDIR,32.73.05.1003,CIROYOM,10205,ORANG,2022
154,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180004,DUNGUS CARIANG,32.73.05,ANDIR,32.73.05.1002,DUNGUS CARIANG,8710,ORANG,2022
155,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180003,GARUDA,32.73.05,ANDIR,32.73.05.1005,GARUDA,4812,ORANG,2022
156,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180006,KEBON JERUK,32.73.05,ANDIR,32.73.05.1004,KEBON JERUK,3875,ORANG,2022
157,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,MALEBER,32.73.05,ANDIR,32.73.05.1001,MALEBER,8388,ORANG,2022
158,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141001,ANTAPANI KIDUL,32.73.20,ANTAPANI,32.73.20.1005,ANTAPANI KIDUL,4248,ORANG,2022
159,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141004,ANTAPANI KULON,32.73.20,ANTAPANI,32.73.20.1001,ANTAPANI KULON,2997,ORANG,2022
160,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141002,ANTAPANI TENGAH,32.73.20,ANTAPANI,32.73.20.1004,ANTAPANI TENGAH,5469,ORANG,2022
161,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141003,ANTAPANI WETAN,32.73.20,ANTAPANI,32.73.20.1006,ANTAPANI WETAN,5779,ORANG,2022
162,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130002,CISARANTEN BINA HARAPAN,32.73.24,ARCAMANIK,32.73.24.1002,CISARANTEN BINA HARAPAN,5883,ORANG,2022
163,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130005,CISARANTEN ENDAH,32.73.24,ARCAMANIK,32.73.24.1004,CISARANTEN ENDAH,6967,ORANG,2022
164,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130001,CISARANTEN KULON,32.73.24,ARCAMANIK,32.73.24.1003,CISARANTEN KULON,7036,ORANG,2022
165,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130003,SUKAMISKIN,32.73.24,ARCAMANIK,32.73.24.1001,SUKAMISKIN,5448,ORANG,2022
166,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050005,CIBADAK,32.73.10,ASTANA ANYAR,32.73.10.1005,CIBADAK,4638,ORANG,2022
167,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050006,KARANG ANYAR,32.73.10,ASTANA ANYAR,32.73.10.1003,KARANGANYAR,1439,ORANG,2022
168,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050001,KARASAK,32.73.10,ASTANA ANYAR,32.73.10.1001,KARASAK,4881,ORANG,2022
169,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050003,NYENGSERET,32.73.10,ASTANA ANYAR,32.73.10.1002,NYENGSERET,5694,ORANG,2022
170,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050004,PANJUNAN,32.73.10,ASTANA ANYAR,32.73.10.1004,PANJUNAN,3185,ORANG,2022
171,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050002,PELINDUNG HEWAN,32.73.10,ASTANA ANYAR,32.73.10.1006,PELINDUNG HEWAN,6112,ORANG,2022
172,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,15472,ORANG,2022
173,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,13093,ORANG,2022
174,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,CIRANGRANG,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,5325,ORANG,2022
175,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,MARGAHAYU UTARA,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,8344,ORANG,2022
176,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,MARGASUKA,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,6036,ORANG,2022
177,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,SUKAHAJI,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,16123,ORANG,2022
178,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080003,BATUNUNGGAL,32.73.21,BANDUNG KIDUL,32.73.21.1001,BATUNUNGGAL,6191,ORANG,2022
179,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,KUJANGSARI,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,8271,ORANG,2022
180,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080002,MENGGER,32.73.21,BANDUNG KIDUL,32.73.21.1003,MENGGER,2859,ORANG,2022
181,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080001,WATES,32.73.21,BANDUNG KIDUL,32.73.21.1002,WATES,3671,ORANG,2022
182,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010005,CARINGIN,32.73.15,BANDUNG KULON,32.73.15.1004,CARINGIN,2709,ORANG,2022
183,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010007,CIBUNTU,32.73.15,BANDUNG KULON,32.73.15.1002,CIBUNTU,6644,ORANG,2022
184,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010002,CIGONDEWAH KALER,32.73.15,BANDUNG KULON,32.73.15.1005,CIGONDEWAH KALER,9610,ORANG,2022
185,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010003,CIGONDEWAH KIDUL,32.73.15,BANDUNG KULON,32.73.15.1008,CIGONDEWAH KIDUL,3096,ORANG,2022
186,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010004,CIGONDEWAH RAHAYU,32.73.15,BANDUNG KULON,32.73.15.1007,CIGONDEWAH RAHAYU,3839,ORANG,2022
187,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010008,CIJERAH,32.73.15,BANDUNG KULON,32.73.15.1001,CIJERAH,9980,ORANG,2022
188,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010001,GEMPOL SARI,32.73.15,BANDUNG KULON,32.73.15.1006,GEMPOLSARI,5478,ORANG,2022
189,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010006,WARUNG MUNCANG,32.73.15,BANDUNG KULON,32.73.15.1003,WARUNG MUNCANG,11611,ORANG,2022
190,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200003,CIHAPIT,32.73.09,BANDUNG WETAN,32.73.09.1001,CIHAPIT,247,ORANG,2022
191,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200002,CITARUM,32.73.09,BANDUNG WETAN,32.73.09.1003,CITARUM,240,ORANG,2022
192,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200001,TAMAN SARI,32.73.09,BANDUNG WETAN,32.73.09.1002,TAMANSARI,7882,ORANG,2022
193,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160002,BINONG,32.73.12,BATUNUNGGAL,32.73.12.1008,BINONG,7675,ORANG,2022
194,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160005,CIBANGKONG,32.73.12,BATUNUNGGAL,32.73.12.1003,CIBANGKONG,6387,ORANG,2022
195,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160001,GUMURUH,32.73.12,BATUNUNGGAL,32.73.12.1001,GUMURUH,6465,ORANG,2022
196,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160007,KACAPIRING,32.73.12,BATUNUNGGAL,32.73.12.1004,KACAPIRING,3789,ORANG,2022
197,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160003,KEBON GEDANG,32.73.12,BATUNUNGGAL,32.73.12.1006,KEBONGEDANG,3968,ORANG,2022
198,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,KEBON WARU,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,7637,ORANG,2022
199,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,MALEER,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,8918,ORANG,2022
200,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160006,SAMOJA,32.73.12,BATUNUNGGAL,32.73.12.1007,SAMOJA,6110,ORANG,2022
201,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030003,BABAKAN ASIH,32.73.04,BOJONGLOA KALER,32.73.04.1004,BABAKAN ASIH,8421,ORANG,2022
202,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030004,BABAKAN TAROGONG,32.73.04,BOJONGLOA KALER,32.73.04.1002,BABAKAN TAROGONG,17219,ORANG,2022
203,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030005,JAMIKA,32.73.04,BOJONGLOA KALER,32.73.04.1003,JAMIKA,15274,ORANG,2022
204,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,KOPO,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,18772,ORANG,2022
205,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030002,SUKA ASIH,32.73.04,BOJONGLOA KALER,32.73.04.1005,SUKA ASIH,11852,ORANG,2022
206,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040004,CIBADUYUT,32.73.17,BOJONGLOA KIDUL,32.73.17.1003,CIBADUYUT,5596,ORANG,2022
207,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040001,CIBADUYUT KIDUL,32.73.17,BOJONGLOA KIDUL,32.73.17.1005,CIBADUYUT KIDUL,4049,ORANG,2022
208,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040002,CIBADUYUT WETAN,32.73.17,BOJONGLOA KIDUL,32.73.17.1006,CIBADUYUT WETAN,2634,ORANG,2022
209,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040005,KEBON LEGA,32.73.17,BOJONGLOA KIDUL,32.73.17.1002,KEBON LEGA,7529,ORANG,2022
210,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040003,MEKAR WANGI,32.73.17,BOJONGLOA KIDUL,32.73.17.1004,MEKARWANGI,4676,ORANG,2022
211,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040006,SITUSAEUR,32.73.17,BOJONGLOA KIDUL,32.73.17.1001,SITUSAEUR,8405,ORANG,2022
212,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,3273090001,CIJAURA,32.73.22,BUAHBATU,32.73.22.1003,CIJAURA,9936,ORANG,2022
213,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,3273090004,JATI SARI,32.73.22,BUAHBATU,32.73.22.1004,JATISARI,2014,ORANG,2022
214,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,3273090002,MARGASARI,32.73.22,BUAHBATU,32.73.22.1002,MARGASARI,13451,ORANG,2022
215,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,3273090003,SEKEJATI,32.73.22,BUAHBATU,32.73.22.1001,SEKEJATI,5701,ORANG,2022
216,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,3273220004,CIGADUNG,32.73.18,CIBEUNYING KALER,32.73.18.1004,CIGADUNG,10029,ORANG,2022
217,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,3273220001,CIHAURGEULIS,32.73.18,CIBEUNYING KALER,32.73.18.1001,CIHAUR GEULIS,3941,ORANG,2022
218,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,3273220003,NEGLASARI,32.73.18,CIBEUNYING KALER,32.73.18.1003,NEGLASARI,3109,ORANG,2022
219,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,3273220002,SUKALUYU,32.73.18,CIBEUNYING KALER,32.73.18.1002,SUKALUYU,3839,ORANG,2022
220,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210002,CICADAS,32.73.14,CIBEUNYING KIDUL,32.73.14.1003,CICADAS,5148,ORANG,2022
221,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210003,CIKUTRA,32.73.14,CIBEUNYING KIDUL,32.73.14.1002,CIKUTRA,11293,ORANG,2022
222,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,6975,ORANG,2022
223,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,6620,ORANG,2022
224,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210001,SUKAMAJU,32.73.14,CIBEUNYING KIDUL,32.73.14.1004,SUKAMAJU,3960,ORANG,2022
225,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210006,SUKAPADA,32.73.14,CIBEUNYING KIDUL,32.73.14.1005,SUKAPADA,6993,ORANG,2022
226,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110004,CIPADUNG,32.73.25,CIBIRU,32.73.25.1002,CIPADUNG,8904,ORANG,2022
227,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,7418,ORANG,2022
228,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110005,PALASARI,32.73.25,CIBIRU,32.73.25.1001,PALASARI,6649,ORANG,2022
229,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110003,PASIR BIRU,32.73.25,CIBIRU,32.73.25.1003,PASIR BIRU,5811,ORANG,2022
230,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190001,ARJUNA,32.73.06,CICENDO,32.73.06.1002,ARJUNA,3695,ORANG,2022
231,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190005,HUSEN SASTRANEGARA,32.73.06,CICENDO,32.73.06.1001,HUSEN SASTRANEGARA,7459,ORANG,2022
232,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190004,PAJAJARAN,32.73.06,CICENDO,32.73.06.1003,PAJAJARAN,11237,ORANG,2022
233,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190003,PAMOYANAN,32.73.06,CICENDO,32.73.06.1005,PAMOYANAN,1803,ORANG,2022
234,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190002,PASIRKALIKI,32.73.06,CICENDO,32.73.06.1004,PASIR KALIKI,2854,ORANG,2022
235,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190006,SUKARAJA,32.73.06,CICENDO,32.73.06.1006,SUKARAJA,5244,ORANG,2022
236,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260002,CIUMBULEUIT,32.73.08,CIDADAP,32.73.08.1002,CIUMBULEUIT,7720,ORANG,2022
237,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260001,HEGARMANAH,32.73.08,CIDADAP,32.73.08.1001,HEGARMANAH,6335,ORANG,2022
238,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,3273260003,LEDENG,32.73.08,CIDADAP,32.73.08.1003,LEDENG,3099,ORANG,2022
239,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121002,BABAKAN PENGHULU,32.73.29,CINAMBO,32.73.29.1004,BABAKAN PENGHULU,2531,ORANG,2022
240,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CISARANTEN WETAN,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,2958,ORANG,2022
241,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121003,PAKEMITAN,32.73.29,CINAMBO,32.73.29.1002,PAKEMITAN,1633,ORANG,2022
242,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121004,SUKAMULYA,32.73.29,CINAMBO,32.73.29.1003,SUKAMULYA,2305,ORANG,2022
243,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230001,CIPAGANTI,32.73.02,COBLONG,32.73.02.1001,CIPAGANTI,4883,ORANG,2022
244,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,DAGO,32.73.02,COBLONG,32.73.02.1004,DAGO,13647,ORANG,2022
245,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230003,LEBAK GEDE,32.73.02,COBLONG,32.73.02.1002,LEBAKGEDE,2818,ORANG,2022
246,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,LEBAK SILIWANGI,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,1646,ORANG,2022
247,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230004,SADANG SERANG,32.73.02,COBLONG,32.73.02.1003,SADANGSERANG,9907,ORANG,2022
248,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,SEKELOA,32.73.02,COBLONG,32.73.02.1005,SEKELOA,7086,ORANG,2022
249,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101004,CIMINCRANG,32.73.27,GEDEBAGE,32.73.27.1001,CIMENERANG,1831,ORANG,2022
250,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101003,CISARANTEN KIDUL,32.73.27,GEDEBAGE,32.73.27.1002,CISANTREN KIDUL,5237,ORANG,2022
251,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,RANCABOLANG,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,2493,ORANG,2022
252,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,RANCANUMPANG,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,1410,ORANG,2022
253,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150004,BABAKAN SARI,32.73.16,KIARACONDONG,32.73.16.1005,BABAKANSARI,14763,ORANG,2022
254,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150005,BABAKAN SURABAYA,32.73.16,KIARACONDONG,32.73.16.1003,BABAKAN SURABAYA,9558,ORANG,2022
255,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150006,CICAHEUM,32.73.16,KIARACONDONG,32.73.16.1004,CICAHEUM,7721,ORANG,2022
256,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150003,KEBON JAYANTI,32.73.16,KIARACONDONG,32.73.16.1002,KEBON JAYANTI,5958,ORANG,2022
257,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150001,KEBON KANGKUNG,32.73.16,KIARACONDONG,32.73.16.1006,KEBON KANGKUNG,5086,ORANG,2022
258,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150002,SUKAPURA,32.73.16,KIARACONDONG,32.73.16.1001,SUKAPURA,12713,ORANG,2022
259,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070005,BURANGRANG,32.73.13,LENGKONG,32.73.13.1003,BURANGRANG,3438,ORANG,2022
260,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070001,CIJAGRA,32.73.13,LENGKONG,32.73.13.1001,CIJAGRA,2207,ORANG,2022
261,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070006,CIKAWAO,32.73.13,LENGKONG,32.73.13.1007,CIKAWAO,4410,ORANG,2022
262,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070003,LINGKAR SELATAN,32.73.13,LENGKONG,32.73.13.1002,LINGKAR SELATAN,1452,ORANG,2022
263,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070004,MALABAR,32.73.13,LENGKONG,32.73.13.1006,MALABAR,2457,ORANG,2022
264,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070007,PALEDANG,32.73.13,LENGKONG,32.73.13.1004,PALEDANG,2636,ORANG,2022
265,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070002,TURANGGA,32.73.13,LENGKONG,32.73.13.1005,TURANGGA,1760,ORANG,2022
266,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,3273142001,JATIHANDAP,32.73.30,MANDALAJATI,32.73.30.1001,JATIHANDAP,10766,ORANG,2022
267,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,3273142002,KARANG PAMULANG,32.73.30,MANDALAJATI,32.73.30.1002,KARANG PAMULANG,6527,ORANG,2022
268,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,3273142004,PASIR IMPUN,32.73.30,MANDALAJATI,32.73.30.1003,PASIR IMPUN,6054,ORANG,2022
269,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,3273142003,SINDANG JAYA,32.73.30,MANDALAJATI,32.73.30.1004,SINDANG JAYA,5553,ORANG,2022
