id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,KODE_KD,kemendagri_nama_desa_kelurahan,jenis_kelamin,jumlah_penduduk,satuan,semester,tahun
1011,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050003,NYENGSERET,32.73.10,ASTANA ANYAR,32.73.10.1002,NYENGSERET,PEREMPUAN,6033,ORANG,1,2018
1012,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,PEREMPUAN,8397,ORANG,1,2018
1013,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190004,PAJAJARAN,32.73.06,CICENDO,32.73.06.1003,PAJAJARAN,PEREMPUAN,12433,ORANG,1,2018
1014,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121004,SUKAMULYA,32.73.29,CINAMBO,32.73.29.1003,SUKAMULYA,PEREMPUAN,2711,ORANG,1,2018
1015,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,PEREMPUAN,6359,ORANG,1,2018
1016,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070007,PALEDANG,32.73.13,LENGKONG,32.73.13.1004,PALEDANG,PEREMPUAN,3245,ORANG,1,2018
1017,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190003,PAMOYANAN,32.73.06,CICENDO,32.73.06.1005,PAMOYANAN,PEREMPUAN,4077,ORANG,1,2018
1018,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050004,PANJUNAN,32.73.10,ASTANA ANYAR,32.73.10.1004,PANJUNAN,PEREMPUAN,3766,ORANG,1,2018
1019,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120003,PASANGGRAHAN,32.73.26,UJUNGBERUNG,32.73.26.1007,PASANGGRAHAN,PEREMPUAN,9423,ORANG,1,2018
1020,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110004,CIPADUNG,32.73.25,CIBIRU,32.73.25.1002,CIPADUNG,PEREMPUAN,10628,ORANG,1,2018
1021,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120007,PASIR ENDAH,32.73.26,UJUNGBERUNG,32.73.26.1003,PASIR ENDAH,PEREMPUAN,7946,ORANG,1,2018
1022,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,3273142004,PASIR IMPUN,32.73.30,MANDALAJATI,32.73.30.1003,PASIR IMPUN,PEREMPUAN,5950,ORANG,1,2018
1023,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120005,PASIR WANGI,32.73.26,UJUNGBERUNG,32.73.26.1005,PASIRWANGI,PEREMPUAN,7742,ORANG,1,2018
1024,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,3273120004,PASIRJATI,32.73.26,UJUNGBERUNG,32.73.26.1006,PASIRJATI,PEREMPUAN,8079,ORANG,1,2018
1025,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190002,PASIRKALIKI,32.73.06,CICENDO,32.73.06.1004,PASIR KALIKI,PEREMPUAN,4604,ORANG,1,2018
1026,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,PEREMPUAN,10833,ORANG,1,2018
1027,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060002,PASIRLUYU,32.73.11,REGOL,32.73.11.1007,PASIRLUYU,PEREMPUAN,8221,ORANG,1,2018
1028,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240005,PASTEUR,32.73.07,SUKAJADI,32.73.07.1001,PASTEUR,PEREMPUAN,9087,ORANG,1,2018
1029,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050002,PELINDUNG HEWAN,32.73.10,ASTANA ANYAR,32.73.10.1006,PELINDUNG HEWAN,PEREMPUAN,9957,ORANG,1,2018
1030,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,3273060006,PUNGKUR,32.73.11,REGOL,32.73.11.1003,PUNGKUR,PEREMPUAN,3784,ORANG,1,2018
1031,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101001,RANCABOLANG,32.73.27,GEDEBAGE,32.73.27.1003,RANCABOLANG,PEREMPUAN,5000,ORANG,1,2018
1032,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,3273101002,RANCANUMPANG,32.73.27,GEDEBAGE,32.73.27.1004,RANCANUMPANG,PEREMPUAN,2362,ORANG,1,2018
1033,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230004,SADANG SERANG,32.73.02,COBLONG,32.73.02.1003,SADANGSERANG,PEREMPUAN,12951,ORANG,1,2018
1034,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160006,SAMOJA,32.73.12,BATUNUNGGAL,32.73.12.1007,SAMOJA,PEREMPUAN,6522,ORANG,1,2018
1035,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250001,SARIJADI,32.73.01,SUKASARI,32.73.01.1004,SARIJADI,PEREMPUAN,13472,ORANG,1,2018
1036,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,3273090003,SEKEJATI,32.73.22,BUAHBATU,32.73.22.1001,SEKEJATI,PEREMPUAN,12077,ORANG,1,2018
1037,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,SEKELOA,32.73.02,COBLONG,32.73.02.1005,SEKELOA,PEREMPUAN,13118,ORANG,1,2018
1038,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,3273142003,SINDANG JAYA,32.73.30,MANDALAJATI,32.73.30.1004,SINDANG JAYA,PEREMPUAN,6966,ORANG,1,2018
1039,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040006,SITUSAEUR,32.73.17,BOJONGLOA KIDUL,32.73.17.1001,SITUSAEUR,PEREMPUAN,10503,ORANG,1,2018
1040,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030002,SUKA ASIH,32.73.04,BOJONGLOA KALER,32.73.04.1005,SUKA ASIH,PEREMPUAN,9432,ORANG,1,2018
1041,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240003,SUKABUNGAH,32.73.07,SUKAJADI,32.73.07.1005,SUKABUNGAH,PEREMPUAN,10644,ORANG,1,2018
1042,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240002,SUKAGALIH,32.73.07,SUKAJADI,32.73.07.1004,SUKAGALIH,PEREMPUAN,8919,ORANG,1,2018
1043,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,3273220002,SUKALUYU,32.73.18,CIBEUNYING KALER,32.73.18.1002,SUKALUYU,PEREMPUAN,7911,ORANG,1,2018
1044,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210001,SUKAMAJU,32.73.14,CIBEUNYING KIDUL,32.73.14.1004,SUKAMAJU,PEREMPUAN,5677,ORANG,1,2018
1045,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130003,SUKAMISKIN,32.73.24,ARCAMANIK,32.73.24.1001,SUKAMISKIN,PEREMPUAN,10594,ORANG,1,2018
1046,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,3273121001,CISARANTEN WETAN,32.73.29,CINAMBO,32.73.29.1001,CISARANTEN WETAN,PEREMPUAN,2828,ORANG,1,2018
1047,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210006,SUKAPADA,32.73.14,CIBEUNYING KIDUL,32.73.14.1005,SUKAPADA,PEREMPUAN,10780,ORANG,1,2018
1048,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,3273150002,SUKAPURA,32.73.16,KIARACONDONG,32.73.16.1001,SUKAPURA,PEREMPUAN,13444,ORANG,1,2018
1049,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,3273190006,SUKARAJA,32.73.06,CICENDO,32.73.06.1006,SUKARAJA,PEREMPUAN,11421,ORANG,1,2018
1050,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,3273250002,SUKARASA,32.73.01,SUKASARI,32.73.01.1001,SUKARASA,PEREMPUAN,6451,ORANG,1,2018
1051,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,3273240001,SUKAWARNA,32.73.07,SUKAJADI,32.73.07.1003,SUKAWARNA,PEREMPUAN,6909,ORANG,1,2018
1052,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200001,TAMAN SARI,32.73.09,BANDUNG WETAN,32.73.09.1002,TAMANSARI,PEREMPUAN,11290,ORANG,1,2018
1053,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,3273070002,TURANGGA,32.73.13,LENGKONG,32.73.13.1005,TURANGGA,PEREMPUAN,7584,ORANG,1,2018
1054,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010006,WARUNG MUNCANG,32.73.15,BANDUNG KULON,32.73.15.1003,WARUNG MUNCANG,PEREMPUAN,10195,ORANG,1,2018
1055,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080001,WATES,32.73.21,BANDUNG KIDUL,32.73.21.1002,WATES,PEREMPUAN,4114,ORANG,1,2018
1056,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,SUKAHAJI,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,PEREMPUAN,14416,ORANG,1,2018
1057,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180001,CAMPAKA,32.73.05,ANDIR,32.73.05.1006,CAMPAKA,PEREMPUAN,9073,ORANG,2,2018
1058,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180005,CIROYOM,32.73.05,ANDIR,32.73.05.1003,CIROYOM,PEREMPUAN,9742,ORANG,2,2018
1059,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180004,DUNGUS CARIANG,32.73.05,ANDIR,32.73.05.1002,DUNGUS CARIANG,PEREMPUAN,9248,ORANG,2,2018
1060,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180003,GARUDA,32.73.05,ANDIR,32.73.05.1005,GARUDA,PEREMPUAN,5339,ORANG,2,2018
1061,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180006,KEBON JERUK,32.73.05,ANDIR,32.73.05.1004,KEBON JERUK,PEREMPUAN,5780,ORANG,2,2018
1062,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,3273180002,MALEBER,32.73.05,ANDIR,32.73.05.1001,MALEBER,PEREMPUAN,10062,ORANG,2,2018
1063,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141001,ANTAPANI KIDUL,32.73.20,ANTAPANI,32.73.20.1005,ANTAPANI KIDUL,PEREMPUAN,12542,ORANG,2,2018
1064,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141004,ANTAPANI KULON,32.73.20,ANTAPANI,32.73.20.1001,ANTAPANI KULON,PEREMPUAN,5392,ORANG,2,2018
1065,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141002,ANTAPANI TENGAH,32.73.20,ANTAPANI,32.73.20.1004,ANTAPANI TENGAH,PEREMPUAN,11618,ORANG,2,2018
1066,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,3273141003,ANTAPANI WETAN,32.73.20,ANTAPANI,32.73.20.1006,ANTAPANI WETAN,PEREMPUAN,9183,ORANG,2,2018
1067,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130002,CISARANTEN BINA HARAPAN,32.73.24,ARCAMANIK,32.73.24.1002,CISARANTEN BINA HARAPAN,PEREMPUAN,5891,ORANG,2,2018
1068,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130005,CISARANTEN ENDAH,32.73.24,ARCAMANIK,32.73.24.1004,CISARANTEN ENDAH,PEREMPUAN,9448,ORANG,2,2018
1069,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130001,CISARANTEN KULON,32.73.24,ARCAMANIK,32.73.24.1003,CISARANTEN KULON,PEREMPUAN,11227,ORANG,2,2018
1070,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,3273130003,SUKAMISKIN,32.73.24,ARCAMANIK,32.73.24.1001,SUKAMISKIN,PEREMPUAN,10665,ORANG,2,2018
1071,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050005,CIBADAK,32.73.10,ASTANA ANYAR,32.73.10.1005,CIBADAK,PEREMPUAN,6593,ORANG,2,2018
1072,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050006,KARANG ANYAR,32.73.10,ASTANA ANYAR,32.73.10.1003,KARANGANYAR,PEREMPUAN,3417,ORANG,2,2018
1073,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050001,KARASAK,32.73.10,ASTANA ANYAR,32.73.10.1001,KARASAK,PEREMPUAN,6864,ORANG,2,2018
1074,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050003,NYENGSERET,32.73.10,ASTANA ANYAR,32.73.10.1002,NYENGSERET,PEREMPUAN,6062,ORANG,2,2018
1075,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050004,PANJUNAN,32.73.10,ASTANA ANYAR,32.73.10.1004,PANJUNAN,PEREMPUAN,3801,ORANG,2,2018
1076,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,3273050002,PELINDUNG HEWAN,32.73.10,ASTANA ANYAR,32.73.10.1006,PELINDUNG HEWAN,PEREMPUAN,10077,ORANG,2,2018
1077,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,PEREMPUAN,14607,ORANG,2,2018
1078,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,PEREMPUAN,15742,ORANG,2,2018
1079,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,CIRANGRANG,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,PEREMPUAN,5455,ORANG,2,2018
1080,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,MARGAHAYU UTARA,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,PEREMPUAN,10917,ORANG,2,2018
1081,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,MARGASUKA,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,PEREMPUAN,5809,ORANG,2,2018
1082,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,SUKAHAJI,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,PEREMPUAN,14643,ORANG,2,2018
1083,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080003,BATUNUNGGAL,32.73.21,BANDUNG KIDUL,32.73.21.1001,BATUNUNGGAL,PEREMPUAN,9472,ORANG,2,2018
1084,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080004,KUJANGSARI,32.73.21,BANDUNG KIDUL,32.73.21.1004,KUJANGSARI,PEREMPUAN,10634,ORANG,2,2018
1085,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080002,MENGGER,32.73.21,BANDUNG KIDUL,32.73.21.1003,MENGGER,PEREMPUAN,5307,ORANG,2,2018
1086,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,3273080001,WATES,32.73.21,BANDUNG KIDUL,32.73.21.1002,WATES,PEREMPUAN,4071,ORANG,2,2018
1087,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010005,CARINGIN,32.73.15,BANDUNG KULON,32.73.15.1004,CARINGIN,PEREMPUAN,4685,ORANG,2,2018
1088,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010007,CIBUNTU,32.73.15,BANDUNG KULON,32.73.15.1002,CIBUNTU,PEREMPUAN,9017,ORANG,2,2018
1089,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010002,CIGONDEWAH KALER,32.73.15,BANDUNG KULON,32.73.15.1005,CIGONDEWAH KALER,PEREMPUAN,9266,ORANG,2,2018
1090,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010003,CIGONDEWAH KIDUL,32.73.15,BANDUNG KULON,32.73.15.1008,CIGONDEWAH KIDUL,PEREMPUAN,4432,ORANG,2,2018
1091,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010004,CIGONDEWAH RAHAYU,32.73.15,BANDUNG KULON,32.73.15.1007,CIGONDEWAH RAHAYU,PEREMPUAN,5047,ORANG,2,2018
1092,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010008,CIJERAH,32.73.15,BANDUNG KULON,32.73.15.1001,CIJERAH,PEREMPUAN,11823,ORANG,2,2018
1093,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010001,GEMPOL SARI,32.73.15,BANDUNG KULON,32.73.15.1006,GEMPOLSARI,PEREMPUAN,10735,ORANG,2,2018
1094,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,3273010006,WARUNG MUNCANG,32.73.15,BANDUNG KULON,32.73.15.1003,WARUNG MUNCANG,PEREMPUAN,10241,ORANG,2,2018
1095,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200003,CIHAPIT,32.73.09,BANDUNG WETAN,32.73.09.1001,CIHAPIT,PEREMPUAN,2102,ORANG,2,2018
1096,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200002,CITARUM,32.73.09,BANDUNG WETAN,32.73.09.1003,CITARUM,PEREMPUAN,1130,ORANG,2,2018
1097,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,3273200001,TAMAN SARI,32.73.09,BANDUNG WETAN,32.73.09.1002,TAMANSARI,PEREMPUAN,11200,ORANG,2,2018
1098,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160002,BINONG,32.73.12,BATUNUNGGAL,32.73.12.1008,BINONG,PEREMPUAN,9201,ORANG,2,2018
1099,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160005,CIBANGKONG,32.73.12,BATUNUNGGAL,32.73.12.1003,CIBANGKONG,PEREMPUAN,9204,ORANG,2,2018
1100,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160001,GUMURUH,32.73.12,BATUNUNGGAL,32.73.12.1001,GUMURUH,PEREMPUAN,9625,ORANG,2,2018
1101,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160007,KACAPIRING,32.73.12,BATUNUNGGAL,32.73.12.1004,KACAPIRING,PEREMPUAN,4633,ORANG,2,2018
1102,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160003,KEBON GEDANG,32.73.12,BATUNUNGGAL,32.73.12.1006,KEBONGEDANG,PEREMPUAN,4887,ORANG,2,2018
1103,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160008,KEBON WARU,32.73.12,BATUNUNGGAL,32.73.12.1005,KEBONWARU,PEREMPUAN,7246,ORANG,2,2018
1104,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160004,MALEER,32.73.12,BATUNUNGGAL,32.73.12.1002,MALEER,PEREMPUAN,8437,ORANG,2,2018
1105,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,3273160006,SAMOJA,32.73.12,BATUNUNGGAL,32.73.12.1007,SAMOJA,PEREMPUAN,6544,ORANG,2,2018
1106,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030003,BABAKAN ASIH,32.73.04,BOJONGLOA KALER,32.73.04.1004,BABAKAN ASIH,PEREMPUAN,8095,ORANG,2,2018
1107,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030004,BABAKAN TAROGONG,32.73.04,BOJONGLOA KALER,32.73.04.1002,BABAKAN TAROGONG,PEREMPUAN,14094,ORANG,2,2018
1108,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030005,JAMIKA,32.73.04,BOJONGLOA KALER,32.73.04.1003,JAMIKA,PEREMPUAN,13691,ORANG,2,2018
1109,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,KOPO,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,PEREMPUAN,15062,ORANG,2,2018
1110,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040004,CIBADUYUT,32.73.17,BOJONGLOA KIDUL,32.73.17.1003,CIBADUYUT,PEREMPUAN,6056,ORANG,2,2018
1111,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040001,CIBADUYUT KIDUL,32.73.17,BOJONGLOA KIDUL,32.73.17.1005,CIBADUYUT KIDUL,PEREMPUAN,4450,ORANG,2,2018
1112,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040002,CIBADUYUT WETAN,32.73.17,BOJONGLOA KIDUL,32.73.17.1006,CIBADUYUT WETAN,PEREMPUAN,3963,ORANG,2,2018
1113,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040005,KEBON LEGA,32.73.17,BOJONGLOA KIDUL,32.73.17.1002,KEBON LEGA,PEREMPUAN,11636,ORANG,2,2018
1114,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040003,MEKAR WANGI,32.73.17,BOJONGLOA KIDUL,32.73.17.1004,MEKARWANGI,PEREMPUAN,5101,ORANG,2,2018
1115,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,3273040006,SITUSAEUR,32.73.17,BOJONGLOA KIDUL,32.73.17.1001,SITUSAEUR,PEREMPUAN,10556,ORANG,2,2018
1116,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,3273090001,CIJAURA,32.73.22,BUAHBATU,32.73.22.1003,CIJAURA,PEREMPUAN,13512,ORANG,2,2018
1117,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,3273090004,JATI SARI,32.73.22,BUAHBATU,32.73.22.1004,JATISARI,PEREMPUAN,4452,ORANG,2,2018
1118,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,3273090002,MARGASARI,32.73.22,BUAHBATU,32.73.22.1002,MARGASARI,PEREMPUAN,19454,ORANG,2,2018
1119,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,3273090003,SEKEJATI,32.73.22,BUAHBATU,32.73.22.1001,SEKEJATI,PEREMPUAN,12227,ORANG,2,2018
1120,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,3273220004,CIGADUNG,32.73.18,CIBEUNYING KALER,32.73.18.1004,CIGADUNG,PEREMPUAN,15533,ORANG,2,2018
1121,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,3273220001,CIHAURGEULIS,32.73.18,CIBEUNYING KALER,32.73.18.1001,CIHAUR GEULIS,PEREMPUAN,6429,ORANG,2,2018
1122,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,3273220003,NEGLASARI,32.73.18,CIBEUNYING KALER,32.73.18.1003,NEGLASARI,PEREMPUAN,4690,ORANG,2,2018
1123,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,3273220002,SUKALUYU,32.73.18,CIBEUNYING KALER,32.73.18.1002,SUKALUYU,PEREMPUAN,7962,ORANG,2,2018
1124,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210002,CICADAS,32.73.14,CIBEUNYING KIDUL,32.73.14.1003,CICADAS,PEREMPUAN,8026,ORANG,2,2018
1125,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210003,CIKUTRA,32.73.14,CIBEUNYING KIDUL,32.73.14.1002,CIKUTRA,PEREMPUAN,11386,ORANG,2,2018
1126,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,PEREMPUAN,8478,ORANG,2,2018
1127,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,PEREMPUAN,10925,ORANG,2,2018
1128,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210001,SUKAMAJU,32.73.14,CIBEUNYING KIDUL,32.73.14.1004,SUKAMAJU,PEREMPUAN,5661,ORANG,2,2018
1129,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210006,SUKAPADA,32.73.14,CIBEUNYING KIDUL,32.73.14.1005,SUKAPADA,PEREMPUAN,10883,ORANG,2,2018
1130,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110003,PASIR BIRU,32.73.25,CIBIRU,32.73.25.1003,PASIR BIRU,PEREMPUAN,7624,ORANG,2,2018
1131,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110005,PALASARI,32.73.25,CIBIRU,32.73.25.1001,PALASARI,PEREMPUAN,10531,ORANG,2,2018
1132,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110006,CISURUPAN,32.73.25,CIBIRU,32.73.25.1004,CISURUPAN,PEREMPUAN,6431,ORANG,2,2018
1133,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,3273110004,CIPADUNG,32.73.25,CIBIRU,32.73.25.1002,CIPADUNG,PEREMPUAN,10763,ORANG,2,2018
